dbn,name,year,cohort_category,cohort_size,grads_num,grads_percent,regents_num,regents_percent_total,regents_percent_grad,advregents_num,advregents_percent_total,advregents_percent_grad,othregents_num,othregents_percent_total,othregents_percent_grad,local_num,local_percent_total,local_percent_grad,enrolled_num,enrolled_percent,drop_num,drop_percent
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2005,6 Year,83,54,65.1%,14,16.9%,25.9%,0,0.0%,0.0%,14,16.9%,25.9%,40,48.2%,74.1%,7,8.4%,21,25.3%
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2006,4 Year  June,113,51,45.1%,18,15.9%,35.3%,0,0.0%,0.0%,18,15.9%,35.3%,33,29.2%,64.7%,35,31.0%,21,18.6%
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2006,4 Year August,113,56,49.6%,19,16.8%,33.9%,0,0.0%,0.0%,19,16.8%,33.9%,37,32.7%,66.1%,30,26.5%,21,18.6%
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2006,5 Year  June,109,61,56.0%,20,18.3%,32.8%,0,0.0%,0.0%,20,18.3%,32.8%,41,37.6%,67.2%,15,13.8%,26,23.9%
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2006,5 Year August,109,65,59.6%,20,18.3%,30.8%,0,0.0%,0.0%,20,18.3%,30.8%,45,41.3%,69.2%,12,11.0%,25,22.9%
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2007,4 Year  June,95,11,11.6%,8,8.4%,72.7%,0,0.0%,0.0%,8,8.4%,72.7%,3,3.2%,27.3%,64,67.4%,16,16.8%
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2007,4 Year August,95,28,29.5%,13,13.7%,46.4%,0,0.0%,0.0%,13,13.7%,46.4%,15,15.8%,53.6%,47,49.5%,16,16.8%
12X267,BRONX LATIN SCHOOL,2006,4 Year  June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X267,BRONX LATIN SCHOOL,2006,4 Year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X267,BRONX LATIN SCHOOL,2006,5 Year  June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X267,BRONX LATIN SCHOOL,2006,5 Year August,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X267,BRONX LATIN SCHOOL,2007,4 Year  June,40,31,77.5%,31,77.5%,100.0%,8,20.0%,25.8%,23,57.5%,74.2%,0,0.0%,0.0%,2,5.0%,7,17.5%
12X267,BRONX LATIN SCHOOL,2007,4 Year August,40,31,77.5%,31,77.5%,100.0%,8,20.0%,25.8%,23,57.5%,74.2%,0,0.0%,0.0%,2,5.0%,7,17.5%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2002,4 Year  June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2002,5 Year,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2002,6 Year,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2003,4 Year  June,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2003,5 Year,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2003,6 Year,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2004,4 Year  June,67,47,70.1%,17,25.4%,36.2%,1,1.5%,2.1%,16,23.9%,34.0%,30,44.8%,63.8%,12,17.9%,8,11.9%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2004,5 Year,72,52,72.2%,18,25.0%,34.6%,1,1.4%,1.9%,17,23.6%,32.7%,34,47.2%,65.4%,3,4.2%,12,16.7%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2004,6 Year,72,52,72.2%,18,25.0%,34.6%,1,1.4%,1.9%,17,23.6%,32.7%,34,47.2%,65.4%,6,8.3%,13,18.1%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2005,4 Year  June,80,44,55.0%,19,23.8%,43.2%,4,5.0%,9.1%,15,18.8%,34.1%,25,31.3%,56.8%,20,25.0%,11,13.8%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2005,4 Year August,80,47,58.8%,22,27.5%,46.8%,4,5.0%,8.5%,18,22.5%,38.3%,25,31.3%,53.2%,17,21.3%,11,13.8%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2005,5 Year,79,51,64.6%,23,29.1%,45.1%,4,5.1%,7.8%,19,24.1%,37.3%,28,35.4%,54.9%,4,5.1%,20,25.3%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2005,6 Year,79,52,65.8%,24,30.4%,46.2%,4,5.1%,7.7%,20,25.3%,38.5%,28,35.4%,53.8%,1,1.3%,22,27.8%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2006,4 Year  June,74,50,67.6%,43,58.1%,86.0%,0,0.0%,0.0%,43,58.1%,86.0%,7,9.5%,14.0%,13,17.6%,9,12.2%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2006,4 Year August,74,50,67.6%,43,58.1%,86.0%,0,0.0%,0.0%,43,58.1%,86.0%,7,9.5%,14.0%,13,17.6%,9,12.2%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2006,5 Year  June,74,51,68.9%,44,59.5%,86.3%,0,0.0%,0.0%,44,59.5%,86.3%,7,9.5%,13.7%,5,6.8%,16,21.6%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2006,5 Year August,74,51,68.9%,44,59.5%,86.3%,0,0.0%,0.0%,44,59.5%,86.3%,7,9.5%,13.7%,5,6.8%,16,21.6%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2007,4 Year  June,90,63,70.0%,55,61.1%,87.3%,0,0.0%,0.0%,55,61.1%,87.3%,8,8.9%,12.7%,17,18.9%,8,8.9%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2007,4 Year August,90,66,73.3%,56,62.2%,84.8%,0,0.0%,0.0%,56,62.2%,84.8%,10,11.1%,15.2%,14,15.6%,8,8.9%
12X278,PEACE AND DIVERSITY ACADEMY,2003,4 Year  June,5,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X278,PEACE AND DIVERSITY ACADEMY,2003,5 Year,5,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X278,PEACE AND DIVERSITY ACADEMY,2003,6 Year,5,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X278,PEACE AND DIVERSITY ACADEMY,2004,4 Year  June,83,50,60.2%,50,60.2%,100.0%,0,0.0%,0.0%,50,60.2%,100.0%,0,0.0%,0.0%,29,34.9%,4,4.8%
12X278,PEACE AND DIVERSITY ACADEMY,2004,5 Year,77,59,76.6%,58,75.3%,98.3%,0,0.0%,0.0%,58,75.3%,98.3%,1,1.3%,1.7%,4,5.2%,13,16.9%
12X278,PEACE AND DIVERSITY ACADEMY,2004,6 Year,85,62,72.9%,60,70.6%,96.8%,0,0.0%,0.0%,60,70.6%,96.8%,2,2.4%,3.2%,6,7.1%,15,17.6%
12X278,PEACE AND DIVERSITY ACADEMY,2005,4 Year  June,31,17,54.8%,17,54.8%,100.0%,0,0.0%,0.0%,17,54.8%,100.0%,0,0.0%,0.0%,4,12.9%,10,32.3%
12X278,PEACE AND DIVERSITY ACADEMY,2005,4 Year August,31,17,54.8%,17,54.8%,100.0%,0,0.0%,0.0%,17,54.8%,100.0%,0,0.0%,0.0%,4,12.9%,10,32.3%
12X278,PEACE AND DIVERSITY ACADEMY,2005,5 Year,51,25,49.0%,21,41.2%,84.0%,0,0.0%,0.0%,21,41.2%,84.0%,4,7.8%,16.0%,10,19.6%,15,29.4%
12X278,PEACE AND DIVERSITY ACADEMY,2005,6 Year,52,27,51.9%,21,40.4%,77.8%,0,0.0%,0.0%,21,40.4%,77.8%,6,11.5%,22.2%,5,9.6%,20,38.5%
12X278,PEACE AND DIVERSITY ACADEMY,2006,4 Year  June,96,47,49.0%,40,41.7%,85.1%,0,0.0%,0.0%,40,41.7%,85.1%,7,7.3%,14.9%,31,32.3%,15,15.6%
12X278,PEACE AND DIVERSITY ACADEMY,2006,4 Year August,96,49,51.0%,42,43.8%,85.7%,0,0.0%,0.0%,42,43.8%,85.7%,7,7.3%,14.3%,29,30.2%,15,15.6%
12X278,PEACE AND DIVERSITY ACADEMY,2006,5 Year  June,100,55,55.0%,45,45.0%,81.8%,0,0.0%,0.0%,45,45.0%,81.8%,10,10.0%,18.2%,10,10.0%,32,32.0%
12X278,PEACE AND DIVERSITY ACADEMY,2006,5 Year August,100,56,56.0%,45,45.0%,80.4%,0,0.0%,0.0%,45,45.0%,80.4%,11,11.0%,19.6%,9,9.0%,32,32.0%
12X278,PEACE AND DIVERSITY ACADEMY,2007,4 Year  June,70,30,42.9%,29,41.4%,96.7%,4,5.7%,13.3%,25,35.7%,83.3%,1,1.4%,3.3%,28,40.0%,8,11.4%
12X278,PEACE AND DIVERSITY ACADEMY,2007,4 Year August,70,37,52.9%,32,45.7%,86.5%,4,5.7%,10.8%,28,40.0%,75.7%,5,7.1%,13.5%,21,30.0%,8,11.4%
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,2007,4 Year  June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,2007,4 Year August,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,2005,6 Year,14,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,2006,5 Year  June,77,1,1.3%,1,1.3%,100.0%,0,0.0%,0.0%,1,1.3%,100.0%,0,0.0%,0.0%,38,49.4%,35,45.5%
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,2006,5 Year August,77,13,16.9%,4,5.2%,30.8%,0,0.0%,0.0%,4,5.2%,30.8%,9,11.7%,69.2%,26,33.8%,35,45.5%
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,2007,4 Year  June,136,4,2.9%,2,1.5%,50.0%,0,0.0%,0.0%,2,1.5%,50.0%,2,1.5%,50.0%,94,69.1%,32,23.5%
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,2007,4 Year August,136,19,14.0%,13,9.6%,68.4%,0,0.0%,0.0%,13,9.6%,68.4%,6,4.4%,31.6%,79,58.1%,32,23.5%
12X480,BRONX REGIONAL HIGH SCHOOL,2001,4 Year  June,163,17,10.4%,2,1.2%,11.8%,0,0.0%,0.0%,2,1.2%,11.8%,15,9.2%,88.2%,123,75.5%,22,13.5%
12X480,BRONX REGIONAL HIGH SCHOOL,2001,5 Year,163,48,29.4%,8,4.9%,16.7%,0,0.0%,0.0%,8,4.9%,16.7%,40,24.5%,83.3%,60,36.8%,52,31.9%
12X480,BRONX REGIONAL HIGH SCHOOL,2001,6 Year,163,68,41.7%,13,8.0%,19.1%,0,0.0%,0.0%,13,8.0%,19.1%,55,33.7%,80.9%,20,12.3%,68,41.7%
12X480,BRONX REGIONAL HIGH SCHOOL,2002,4 Year  June,134,19,14.2%,3,2.2%,15.8%,0,0.0%,0.0%,3,2.2%,15.8%,16,11.9%,84.2%,105,78.4%,9,6.7%
12X480,BRONX REGIONAL HIGH SCHOOL,2002,5 Year,134,56,41.8%,11,8.2%,19.6%,0,0.0%,0.0%,11,8.2%,19.6%,45,33.6%,80.4%,45,33.6%,31,23.1%
12X480,BRONX REGIONAL HIGH SCHOOL,2002,6 Year,134,69,51.5%,11,8.2%,15.9%,0,0.0%,0.0%,11,8.2%,15.9%,58,43.3%,84.1%,24,17.9%,35,26.1%
12X480,BRONX REGIONAL HIGH SCHOOL,2003,4 Year  June,111,21,18.9%,5,4.5%,23.8%,0,0.0%,0.0%,5,4.5%,23.8%,16,14.4%,76.2%,80,72.1%,10,9.0%
12X480,BRONX REGIONAL HIGH SCHOOL,2003,5 Year,111,42,37.8%,10,9.0%,23.8%,0,0.0%,0.0%,10,9.0%,23.8%,32,28.8%,76.2%,48,43.2%,20,18.0%
12X480,BRONX REGIONAL HIGH SCHOOL,2003,6 Year,122,66,54.1%,13,10.7%,19.7%,0,0.0%,0.0%,13,10.7%,19.7%,53,43.4%,80.3%,19,15.6%,31,25.4%
12X480,BRONX REGIONAL HIGH SCHOOL,2004,4 Year  June,110,30,27.3%,4,3.6%,13.3%,0,0.0%,0.0%,4,3.6%,13.3%,26,23.6%,86.7%,69,62.7%,11,10.0%
12X480,BRONX REGIONAL HIGH SCHOOL,2004,5 Year,149,63,42.3%,12,8.1%,19.0%,0,0.0%,0.0%,12,8.1%,19.0%,51,34.2%,81.0%,52,34.9%,30,20.1%
12X480,BRONX REGIONAL HIGH SCHOOL,2004,6 Year,161,84,52.2%,15,9.3%,17.9%,0,0.0%,0.0%,15,9.3%,17.9%,69,42.9%,82.1%,19,11.8%,50,31.1%
12X480,BRONX REGIONAL HIGH SCHOOL,2005,4 Year  June,119,26,21.8%,10,8.4%,38.5%,0,0.0%,0.0%,10,8.4%,38.5%,16,13.4%,61.5%,77,64.7%,11,9.2%
12X480,BRONX REGIONAL HIGH SCHOOL,2005,4 Year August,119,29,24.4%,13,10.9%,44.8%,0,0.0%,0.0%,13,10.9%,44.8%,16,13.4%,55.2%,74,62.2%,11,9.2%
12X480,BRONX REGIONAL HIGH SCHOOL,2005,5 Year,141,75,53.2%,24,17.0%,32.0%,0,0.0%,0.0%,24,17.0%,32.0%,51,36.2%,68.0%,34,24.1%,25,17.7%
12X480,BRONX REGIONAL HIGH SCHOOL,2005,6 Year,145,87,60.0%,29,20.0%,33.3%,0,0.0%,0.0%,29,20.0%,33.3%,58,40.0%,66.7%,10,6.9%,37,25.5%
12X480,BRONX REGIONAL HIGH SCHOOL,2006,4 Year  June,107,28,26.2%,15,14.0%,53.6%,0,0.0%,0.0%,15,14.0%,53.6%,13,12.1%,46.4%,67,62.6%,7,6.5%
12X480,BRONX REGIONAL HIGH SCHOOL,2006,4 Year August,107,28,26.2%,15,14.0%,53.6%,0,0.0%,0.0%,15,14.0%,53.6%,13,12.1%,46.4%,67,62.6%,7,6.5%
12X480,BRONX REGIONAL HIGH SCHOOL,2006,5 Year  June,177,61,34.5%,29,16.4%,47.5%,1,0.6%,1.6%,28,15.8%,45.9%,32,18.1%,52.5%,44,24.9%,61,34.5%
12X480,BRONX REGIONAL HIGH SCHOOL,2006,5 Year August,177,67,37.9%,31,17.5%,46.3%,1,0.6%,1.5%,30,16.9%,44.8%,36,20.3%,53.7%,38,21.5%,61,34.5%
12X480,BRONX REGIONAL HIGH SCHOOL,2007,4 Year  June,158,29,18.4%,18,11.4%,62.1%,2,1.3%,6.9%,16,10.1%,55.2%,11,7.0%,37.9%,81,51.3%,42,26.6%
12X480,BRONX REGIONAL HIGH SCHOOL,2007,4 Year August,158,33,20.9%,20,12.7%,60.6%,2,1.3%,6.1%,18,11.4%,54.5%,13,8.2%,39.4%,77,48.7%,42,26.6%
12X550,HIGH SCHOOL OF WORLD CULTURES,2001,4 Year  June,64,19,29.7%,2,3.1%,10.5%,0,0.0%,0.0%,2,3.1%,10.5%,18,28.1%,94.7%,35,54.7%,7,10.9%
12X550,HIGH SCHOOL OF WORLD CULTURES,2001,5 Year,64,43,67.2%,8,12.5%,18.6%,0,0.0%,0.0%,8,12.5%,18.6%,36,56.3%,83.7%,8,12.5%,10,15.6%
12X550,HIGH SCHOOL OF WORLD CULTURES,2001,6 Year,64,48,75.0%,8,12.5%,16.7%,0,0.0%,0.0%,8,12.5%,16.7%,41,64.1%,85.4%,3,4.7%,10,15.6%
12X550,HIGH SCHOOL OF WORLD CULTURES,2002,4 Year  June,46,21,45.7%,5,10.9%,23.8%,0,0.0%,0.0%,5,10.9%,23.8%,16,34.8%,76.2%,20,43.5%,5,10.9%
12X550,HIGH SCHOOL OF WORLD CULTURES,2002,5 Year,46,41,89.1%,7,15.2%,17.1%,0,0.0%,0.0%,7,15.2%,17.1%,34,73.9%,82.9%,0,0.0%,5,10.9%
12X550,HIGH SCHOOL OF WORLD CULTURES,2002,6 Year,46,41,89.1%,7,15.2%,17.1%,0,0.0%,0.0%,7,15.2%,17.1%,34,73.9%,82.9%,0,0.0%,5,10.9%
12X550,HIGH SCHOOL OF WORLD CULTURES,2003,4 Year  June,53,37,69.8%,23,43.4%,62.2%,0,0.0%,0.0%,23,43.4%,62.2%,14,26.4%,37.8%,15,28.3%,1,1.9%
12X550,HIGH SCHOOL OF WORLD CULTURES,2003,5 Year,53,44,83.0%,25,47.2%,56.8%,0,0.0%,0.0%,25,47.2%,56.8%,19,35.8%,43.2%,7,13.2%,2,3.8%
12X550,HIGH SCHOOL OF WORLD CULTURES,2003,6 Year,52,46,88.5%,25,48.1%,54.3%,0,0.0%,0.0%,25,48.1%,54.3%,21,40.4%,45.7%,2,3.8%,2,3.8%
12X550,HIGH SCHOOL OF WORLD CULTURES,2004,4 Year  June,61,42,68.9%,32,52.5%,76.2%,2,3.3%,4.8%,30,49.2%,71.4%,10,16.4%,23.8%,16,26.2%,3,4.9%
12X550,HIGH SCHOOL OF WORLD CULTURES,2004,5 Year,60,48,80.0%,35,58.3%,72.9%,2,3.3%,4.2%,33,55.0%,68.8%,13,21.7%,27.1%,8,13.3%,3,5.0%
12X550,HIGH SCHOOL OF WORLD CULTURES,2004,6 Year,59,54,91.5%,36,61.0%,66.7%,2,3.4%,3.7%,34,57.6%,63.0%,18,30.5%,33.3%,1,1.7%,4,6.8%
12X550,HIGH SCHOOL OF WORLD CULTURES,2005,4 Year  June,91,60,65.9%,41,45.1%,68.3%,6,6.6%,10.0%,35,38.5%,58.3%,19,20.9%,31.7%,25,27.5%,2,2.2%
12X550,HIGH SCHOOL OF WORLD CULTURES,2005,4 Year August,91,73,80.2%,45,49.5%,61.6%,6,6.6%,8.2%,39,42.9%,53.4%,28,30.8%,38.4%,12,13.2%,2,2.2%
12X550,HIGH SCHOOL OF WORLD CULTURES,2005,5 Year,90,77,85.6%,45,50.0%,58.4%,6,6.7%,7.8%,39,43.3%,50.6%,32,35.6%,41.6%,7,7.8%,4,4.4%
12X550,HIGH SCHOOL OF WORLD CULTURES,2005,6 Year,89,82,92.1%,45,50.6%,54.9%,6,6.7%,7.3%,39,43.8%,47.6%,37,41.6%,45.1%,1,1.1%,5,5.6%
12X550,HIGH SCHOOL OF WORLD CULTURES,2006,4 Year  June,52,36,69.2%,18,34.6%,50.0%,2,3.8%,5.6%,16,30.8%,44.4%,18,34.6%,50.0%,12,23.1%,1,1.9%
12X550,HIGH SCHOOL OF WORLD CULTURES,2006,4 Year August,52,42,80.8%,20,38.5%,47.6%,2,3.8%,4.8%,18,34.6%,42.9%,22,42.3%,52.4%,6,11.5%,1,1.9%
12X550,HIGH SCHOOL OF WORLD CULTURES,2006,5 Year  June,50,43,86.0%,21,42.0%,48.8%,2,4.0%,4.7%,19,38.0%,44.2%,22,44.0%,51.2%,3,6.0%,2,4.0%
12X550,HIGH SCHOOL OF WORLD CULTURES,2006,5 Year August,50,44,88.0%,21,42.0%,47.7%,2,4.0%,4.5%,19,38.0%,43.2%,23,46.0%,52.3%,2,4.0%,2,4.0%
12X550,HIGH SCHOOL OF WORLD CULTURES,2007,4 Year  June,97,51,52.6%,38,39.2%,74.5%,4,4.1%,7.8%,34,35.1%,66.7%,13,13.4%,25.5%,39,40.2%,7,7.2%
12X550,HIGH SCHOOL OF WORLD CULTURES,2007,4 Year August,97,64,66.0%,45,46.4%,70.3%,4,4.1%,6.3%,41,42.3%,64.1%,19,19.6%,29.7%,26,26.8%,7,7.2%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2001,4 Year  June,97,47,48.5%,42,43.3%,89.4%,0,0.0%,0.0%,42,43.3%,89.4%,4,4.1%,8.5%,21,21.6%,23,23.7%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2001,5 Year,97,52,53.6%,43,44.3%,82.7%,0,0.0%,0.0%,43,44.3%,82.7%,8,8.2%,15.4%,9,9.3%,29,29.9%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2001,6 Year,97,53,54.6%,43,44.3%,81.1%,0,0.0%,0.0%,43,44.3%,81.1%,9,9.3%,17.0%,3,3.1%,32,33.0%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2002,4 Year  June,93,29,31.2%,5,5.4%,17.2%,0,0.0%,0.0%,5,5.4%,17.2%,24,25.8%,82.8%,36,38.7%,21,22.6%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2002,5 Year,93,46,49.5%,6,6.5%,13.0%,0,0.0%,0.0%,6,6.5%,13.0%,40,43.0%,87.0%,10,10.8%,26,28.0%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2002,6 Year,93,50,53.8%,6,6.5%,12.0%,0,0.0%,0.0%,6,6.5%,12.0%,44,47.3%,88.0%,2,2.2%,29,31.2%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2003,4 Year  June,102,41,40.2%,14,13.7%,34.1%,0,0.0%,0.0%,14,13.7%,34.1%,27,26.5%,65.9%,38,37.3%,18,17.6%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2003,5 Year,102,54,52.9%,17,16.7%,31.5%,0,0.0%,0.0%,17,16.7%,31.5%,37,36.3%,68.5%,14,13.7%,27,26.5%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2003,6 Year,108,60,55.6%,17,15.7%,28.3%,0,0.0%,0.0%,17,15.7%,28.3%,43,39.8%,71.7%,5,4.6%,34,31.5%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2004,4 Year  June,102,44,43.1%,14,13.7%,31.8%,0,0.0%,0.0%,14,13.7%,31.8%,30,29.4%,68.2%,32,31.4%,16,15.7%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2004,5 Year,97,57,58.8%,16,16.5%,28.1%,0,0.0%,0.0%,16,16.5%,28.1%,41,42.3%,71.9%,10,10.3%,20,20.6%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2004,6 Year,96,58,60.4%,16,16.7%,27.6%,0,0.0%,0.0%,16,16.7%,27.6%,42,43.8%,72.4%,3,3.1%,25,26.0%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,4 Year  June,107,49,45.8%,30,28.0%,61.2%,2,1.9%,4.1%,28,26.2%,57.1%,19,17.8%,38.8%,39,36.4%,16,15.0%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,4 Year August,107,53,49.5%,33,30.8%,62.3%,2,1.9%,3.8%,31,29.0%,58.5%,20,18.7%,37.7%,35,32.7%,16,15.0%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,5 Year,105,63,60.0%,38,36.2%,60.3%,2,1.9%,3.2%,36,34.3%,57.1%,25,23.8%,39.7%,12,11.4%,28,26.7%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2005,6 Year,104,73,70.2%,41,39.4%,56.2%,2,1.9%,2.7%,39,37.5%,53.4%,32,30.8%,43.8%,7,6.7%,22,21.2%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,4 Year  June,99,50,50.5%,33,33.3%,66.0%,0,0.0%,0.0%,33,33.3%,66.0%,17,17.2%,34.0%,25,25.3%,22,22.2%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,4 Year August,99,50,50.5%,33,33.3%,66.0%,0,0.0%,0.0%,33,33.3%,66.0%,17,17.2%,34.0%,25,25.3%,22,22.2%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,5 Year  June,99,64,64.6%,36,36.4%,56.3%,0,0.0%,0.0%,36,36.4%,56.3%,28,28.3%,43.8%,4,4.0%,29,29.3%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,5 Year August,99,66,66.7%,37,37.4%,56.1%,0,0.0%,0.0%,37,37.4%,56.1%,29,29.3%,43.9%,4,4.0%,27,27.3%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2007,4 Year  June,59,35,59.3%,28,47.5%,80.0%,0,0.0%,0.0%,28,47.5%,80.0%,7,11.9%,20.0%,1,1.7%,19,32.2%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2007,4 Year August,59,35,59.3%,28,47.5%,80.0%,0,0.0%,0.0%,28,47.5%,80.0%,7,11.9%,20.0%,1,1.7%,19,32.2%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2001,4 Year  June,81,49,60.5%,5,6.2%,10.2%,0,0.0%,0.0%,5,6.2%,10.2%,44,54.3%,89.8%,8,9.9%,11,13.6%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2001,5 Year,81,52,64.2%,5,6.2%,9.6%,0,0.0%,0.0%,5,6.2%,9.6%,47,58.0%,90.4%,2,2.5%,13,16.0%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2001,6 Year,81,52,64.2%,5,6.2%,9.6%,0,0.0%,0.0%,5,6.2%,9.6%,47,58.0%,90.4%,1,1.2%,13,16.0%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2002,4 Year  June,81,49,60.5%,0,0.0%,0.0%,0,0.0%,0.0%,0,0.0%,0.0%,49,60.5%,100.0%,13,16.0%,10,12.3%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2002,5 Year,81,52,64.2%,0,0.0%,0.0%,0,0.0%,0.0%,0,0.0%,0.0%,52,64.2%,100.0%,3,3.7%,14,17.3%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2002,6 Year,81,54,66.7%,1,1.2%,1.9%,0,0.0%,0.0%,1,1.2%,1.9%,53,65.4%,98.1%,1,1.2%,14,17.3%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2003,4 Year  June,133,75,56.4%,21,15.8%,28.0%,0,0.0%,0.0%,21,15.8%,28.0%,54,40.6%,72.0%,37,27.8%,15,11.3%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2003,5 Year,133,86,64.7%,30,22.6%,34.9%,0,0.0%,0.0%,30,22.6%,34.9%,56,42.1%,65.1%,11,8.3%,21,15.8%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2003,6 Year,134,91,67.9%,33,24.6%,36.3%,0,0.0%,0.0%,33,24.6%,36.3%,58,43.3%,63.7%,4,3.0%,22,16.4%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2004,4 Year  June,93,63,67.7%,54,58.1%,85.7%,0,0.0%,0.0%,54,58.1%,85.7%,9,9.7%,14.3%,17,18.3%,9,9.7%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2004,5 Year,97,71,73.2%,60,61.9%,84.5%,0,0.0%,0.0%,60,61.9%,84.5%,11,11.3%,15.5%,5,5.2%,13,13.4%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2004,6 Year,96,72,75.0%,61,63.5%,84.7%,0,0.0%,0.0%,61,63.5%,84.7%,11,11.5%,15.3%,5,5.2%,14,14.6%
12X682,FANNIE LOU HAMER FREEDOM SCHOOL,2005,4 Year  June,105,69,65.7%,58,55.2%,84.1%,0,0.0%,0.0%,58,55.2%,84.1%,11,10.5%,15.9%,23,21.9%,8,7.6%
